"","wage","educ","exper","fulltime","hrswk","nkids","age","married","female","insurance","private","mcaid","mcare","metro","northeast","midwest","south","west","white","black","asian"
"1462",48.71,18,26,1,45,3,46,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"1463",21.84,13,30,1,40,1,46,1,0,1,1,0,0,0,1,0,0,0,1,0,0
"1464",10.59,8,65,0,32,0,75,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"1465",13.85,14,25,1,40,1,42,1,0,1,1,0,0,1,0,0,1,0,0,1,0
"1466",20.83,14,42,1,50,0,60,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"1467",7.5,12,19,1,40,0,34,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"1468",17,13,21,1,40,2,37,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"1469",14.4,12,37,1,40,0,52,1,1,1,1,0,0,1,0,0,1,0,0,1,0
"1470",30,14,20,1,36,3,38,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1471",4,12,49,0,16,2,63,0,1,1,1,0,0,0,1,0,0,0,1,0,0
"1472",16.83,13,44,1,40,0,60,1,1,1,1,0,0,0,0,0,0,1,1,0,0
"1473",16.5,12,12,1,0,0,27,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"1474",12.5,12,13,1,40,2,28,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1475",8.65,13,20,1,40,0,36,1,1,1,1,0,0,0,0,0,0,1,1,0,0
"1476",10.5,16,36,0,40,0,55,1,0,0,0,0,0,1,1,0,0,0,0,1,0
"1477",20.63,16,17,1,55,0,36,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"1478",27.5,14,36,1,40,1,54,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"1479",13.23,14,5,1,15,0,23,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"1480",57.7,13,28,1,40,1,44,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1481",24.05,12,38,1,40,0,53,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1482",15.07,12,30,1,60,0,45,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"1483",19.23,13,13,1,40,0,29,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"1484",10,6,40,0,40,0,49,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"1485",18.43,16,27,1,40,0,46,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"1486",34.63,16,40,1,40,0,59,1,1,1,1,0,0,0,0,0,0,1,1,0,0
"1487",15.25,13,40,1,40,0,56,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"1488",38.46,13,25,1,50,0,41,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"1489",36.5,18,23,1,45,1,43,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"1490",47.63,16,33,0,35,1,52,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"1491",10.73,12,70,1,40,0,85,1,1,1,1,0,1,1,1,0,0,0,1,0,0
"1492",27.4,18,29,1,40,2,49,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"1493",12.5,16,4,0,0,0,23,0,1,1,0,1,0,0,0,0,0,1,0,0,1
"1494",13.22,12,34,0,32,1,49,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1495",14.43,16,32,1,40,1,51,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"1496",15.88,6,22,1,40,0,31,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"1497",13.53,12,19,0,15,5,34,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"1498",19.4,13,36,1,40,0,52,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"1499",6.05,12,25,1,38,0,40,0,1,1,1,0,0,1,0,0,1,0,0,1,0
"1500",19.9,12,22,1,35,2,37,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"1501",9.15,12,54,1,40,0,69,1,0,1,1,0,0,1,1,0,0,0,0,0,1
"1502",19.23,16,30,1,32,1,49,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"1503",9,13,31,1,40,2,47,1,0,1,1,0,0,1,0,1,0,0,0,1,0
"1504",10,12,8,1,50,0,23,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"1505",21.36,16,9,1,65,0,28,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"1506",21.63,12,22,1,40,1,37,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1507",38.05,18,27,1,40,2,47,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"1508",9.35,9,50,0,20,0,61,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"1509",11.18,12,31,1,40,0,46,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"1510",14.16,13,10,1,40,0,26,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"1511",38,18,13,1,50,2,33,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"1512",15.11,16,23,1,40,0,42,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"1513",10,12,32,1,40,0,47,0,0,1,0,0,1,1,0,0,1,0,0,1,0
"1514",8.75,12,12,1,40,2,27,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1515",23.38,13,18,1,50,1,34,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"1516",19.23,16,37,0,30,1,56,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"1517",24.05,16,12,1,40,0,31,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"1518",25,12,21,1,40,0,36,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"1519",27.65,13,29,1,40,0,45,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"1520",18,12,7,1,40,0,22,0,0,1,1,0,0,0,0,0,0,1,1,0,0
"1521",9,13,13,0,30,3,29,1,1,0,0,0,0,1,0,0,0,1,1,0,0
"1522",16,14,17,1,55,0,34,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"1523",27.5,18,33,1,40,0,53,1,0,1,1,1,0,1,0,0,1,0,1,0,0
"1524",12,12,47,1,12,0,62,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"1525",9.75,13,19,1,37,3,35,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"1526",10,16,46,0,20,0,65,1,1,1,1,0,1,0,0,0,0,1,1,0,0
"1527",27.78,16,39,1,45,0,58,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"1528",7.5,12,43,1,30,0,58,0,0,1,1,0,0,1,0,1,0,0,0,1,0
"1529",6.5,13,13,0,30,0,29,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"1530",12.16,12,25,1,40,2,40,0,0,1,0,1,0,1,0,0,1,0,0,1,0
"1531",25.64,12,27,1,45,1,42,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1532",15,12,35,1,40,1,50,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1533",15,16,52,0,7,0,71,1,0,1,1,0,1,1,1,0,0,0,1,0,0
"1534",15.28,12,22,1,40,0,37,0,1,1,1,0,0,1,0,0,1,0,0,1,0
"1535",36.05,16,24,1,44,0,43,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"1536",18.75,16,24,1,40,3,43,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"1537",8,12,30,1,40,0,45,1,0,1,1,0,0,1,0,1,0,0,0,1,0
"1538",13.4,13,7,0,20,2,23,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"1539",10,12,38,1,40,0,53,1,1,0,0,0,0,1,0,0,1,0,0,1,0
"1540",37.1,12,43,1,40,0,58,0,0,1,1,0,0,1,0,0,0,1,0,0,1
"1541",41.16,16,20,1,50,3,39,1,0,1,1,0,0,0,1,0,0,0,1,0,0
"1542",22,13,24,1,30,2,40,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"1543",6.5,12,16,0,40,2,31,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"1544",41.5,18,32,1,38,0,52,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"1545",17.53,12,40,1,40,0,55,1,0,1,1,0,0,0,1,0,0,0,1,0,0
"1546",31.92,14,38,1,38,0,55,0,1,1,1,0,0,0,0,0,0,1,1,0,0
"1547",25,16,41,1,50,0,60,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1548",17,12,6,1,0,0,21,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"1549",4.8,8,36,1,40,0,46,0,1,1,0,1,0,1,1,0,0,0,1,0,0
"1550",25.85,14,17,1,40,0,35,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"1551",10,12,24,1,35,3,39,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"1552",14.25,12,40,1,45,0,55,1,0,1,1,0,0,0,1,0,0,0,1,0,0
"1553",8.65,6,38,1,40,3,47,1,0,0,0,0,0,1,0,0,0,1,1,0,0
"1554",11.75,13,20,1,40,0,36,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"1555",12.75,12,21,1,40,0,36,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"1556",31.25,14,17,1,40,2,35,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1557",10,14,14,1,40,2,31,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"1558",31.73,12,35,1,40,2,50,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1559",7,12,33,1,40,1,48,0,0,1,1,0,0,1,0,0,1,0,0,1,0
"1560",14.12,14,13,1,40,0,30,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1561",16.41,16,21,0,20,0,40,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"1562",6.43,14,42,1,35,0,59,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"1563",17,12,41,1,40,0,56,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"1564",39,18,21,0,32,2,41,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"1565",15,13,39,1,40,0,55,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"1566",40.38,14,32,1,40,3,49,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"1567",28.84,12,25,1,50,0,40,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"1568",8.25,13,6,1,20,0,22,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"1569",23.97,12,15,0,40,0,30,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"1570",15.32,13,29,1,50,0,45,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"1571",14.43,13,13,1,40,0,29,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"1572",11.83,13,27,1,50,0,43,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"1573",38.46,18,31,1,40,1,51,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"1574",33.65,21,39,1,40,0,61,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"1575",15.86,13,51,1,40,3,67,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"1576",16.25,16,32,1,40,1,51,1,1,1,1,0,0,0,0,0,1,0,1,0,0
"1577",13.6,16,4,1,0,0,23,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"1578",13,12,58,1,40,0,73,1,1,1,1,0,1,1,0,0,1,0,1,0,0
"1579",14,12,19,1,40,3,34,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"1580",26.3,16,26,1,55,1,45,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1581",21.54,16,16,1,50,1,35,1,1,1,1,0,0,1,0,0,0,1,0,0,1
"1582",7.5,12,38,0,32,0,53,1,1,1,1,0,0,1,0,0,0,1,0,0,1
"1583",34,16,28,1,50,0,47,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"1584",13,12,42,1,35,0,57,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1585",20.86,13,20,1,35,1,36,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"1586",12.6,12,15,1,32,1,30,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"1587",57.7,21,43,1,60,0,65,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"1588",13.88,12,46,1,40,0,61,0,1,0,0,0,0,1,0,0,0,1,1,0,0
"1589",6.25,12,10,1,40,0,24,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"1590",19,12,44,1,40,0,59,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"1591",7.5,6,17,1,40,3,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"1592",8.12,14,31,0,35,0,49,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"1593",11,13,20,0,40,0,36,0,0,1,1,0,0,1,0,0,1,0,0,1,0
"1594",14.85,13,5,1,40,0,21,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1595",23.4,18,15,1,60,0,35,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"1596",17,16,32,1,40,1,51,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"1597",33.75,12,15,1,43,0,30,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"1598",22,9,33,1,40,0,44,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"1599",16.2,13,10,1,40,0,26,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"1600",11.51,12,17,1,35,2,32,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1601",13.85,12,33,1,40,0,48,1,1,1,1,0,0,1,1,0,0,0,0,0,1
"1602",14,9,27,1,52,3,38,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"1603",26.25,16,13,1,45,0,32,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1604",17,14,38,1,40,0,56,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"1605",11,12,16,1,38,1,31,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1606",24.47,13,33,1,55,1,49,1,0,1,1,0,0,1,0,0,1,0,0,1,0
"1607",9.35,11,16,1,40,2,29,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"1608",6.7,11,43,1,40,0,56,0,1,1,1,1,0,1,0,0,1,0,0,1,0
"1609",18.5,16,25,1,40,0,44,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"1610",14,13,6,1,40,1,22,1,0,1,1,1,0,1,1,0,0,0,0,1,0
"1611",29.57,13,16,1,50,0,32,0,0,1,1,0,0,0,0,0,0,1,1,0,0
"1612",8,12,9,1,40,2,24,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"1613",43.1,16,38,1,40,0,57,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1614",14.43,12,14,1,40,2,29,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1615",14,12,43,1,40,0,58,0,1,1,1,0,0,0,0,0,1,0,1,0,0
"1616",50,18,33,1,40,1,53,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1617",24.05,14,25,1,40,3,42,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"1618",34.84,16,20,1,60,0,39,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"1619",24.05,21,28,1,40,0,49,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1620",11.11,12,10,1,65,0,25,0,1,1,1,0,0,0,1,0,0,0,1,0,0
"1621",14,12,35,1,47,0,50,1,0,1,1,0,0,1,1,0,0,0,0,1,0
"1622",33.66,18,15,1,40,0,35,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"1623",50,18,20,1,40,0,40,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"1624",24.05,12,21,1,44,2,36,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"1625",33.65,16,30,1,40,0,49,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"1626",3.94,16,5,1,38,0,24,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"1627",23.65,13,22,1,40,2,38,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1628",3.75,12,39,0,8,0,54,0,1,1,0,1,0,1,0,0,1,0,0,1,0
"1629",12,12,16,1,40,0,31,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"1630",20,12,21,1,40,2,36,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"1631",38.9,18,28,1,40,0,48,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"1632",30.1,12,9,1,50,1,24,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1633",28.51,13,20,1,45,2,36,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1634",40.88,16,28,1,40,3,47,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"1635",9,14,5,1,40,1,22,0,1,1,0,1,0,0,0,0,0,1,1,0,0
"1636",48.08,18,21,1,40,0,41,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"1637",28.38,13,27,1,49,0,43,1,0,1,1,0,0,1,0,0,1,0,0,1,0
"1638",21.33,12,25,1,40,0,40,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"1639",13,14,29,1,40,1,46,1,0,1,1,0,0,1,0,0,1,0,0,1,0
"1640",22.3,18,9,1,50,0,29,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"1641",17.09,13,41,1,45,0,57,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"1642",24.05,14,33,1,40,0,51,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"1643",72.13,10,18,1,8,0,30,0,1,1,1,0,0,1,0,1,0,0,0,1,0
"1644",8.25,12,22,1,40,0,37,0,0,1,1,0,0,1,1,0,0,0,0,0,1
"1645",20.2,12,25,1,40,1,40,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"1646",7.5,12,46,1,40,0,61,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"1647",22,12,10,1,40,0,25,0,0,1,1,0,0,0,0,0,1,0,1,0,0
"1648",17.3,16,9,1,50,1,28,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"1649",12.82,8,53,1,60,0,63,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1650",26.45,16,32,1,40,0,51,0,1,1,1,0,0,1,0,0,1,0,0,1,0
"1651",30.35,18,14,1,40,2,34,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"1652",6.15,12,20,1,60,4,35,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"1653",36,16,28,1,30,0,47,1,1,1,0,0,0,1,0,0,0,1,1,0,0
"1654",25.64,14,15,1,45,2,33,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1655",11.95,12,41,1,40,0,56,0,1,1,1,0,0,1,0,0,1,0,0,1,0
"1656",17.3,13,44,1,40,0,60,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"1657",12,3,40,1,40,1,48,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1658",19.23,16,41,1,40,0,60,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"1659",30.46,13,39,1,50,0,55,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1660",11.13,12,35,0,0,0,50,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"1661",12,13,53,0,20,0,69,0,1,1,1,0,1,0,0,0,0,1,1,0,0
"1662",13.33,12,12,1,40,0,27,0,0,1,1,0,0,1,0,0,0,1,0,1,0
"1663",24.67,13,20,1,45,2,36,0,0,1,1,0,0,1,0,0,0,1,0,0,1
"1664",14,13,12,1,40,0,28,0,0,1,0,1,1,1,0,0,1,0,1,0,0
"1665",14.4,13,25,1,40,3,41,0,1,1,1,1,0,1,0,0,1,0,0,1,0
"1666",28.38,13,40,1,40,0,56,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1667",12.17,16,5,0,35,0,24,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"1668",8.33,12,7,0,30,1,22,0,1,1,0,1,0,1,0,0,1,0,0,1,0
"1669",40,16,14,1,40,1,33,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1670",13.71,12,25,1,56,1,40,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"1671",21.63,14,37,1,40,1,55,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"1672",21.15,14,18,1,40,0,35,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1673",30.28,16,38,1,36,0,57,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1674",9,16,6,1,30,0,25,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"1675",12.5,13,6,1,40,0,22,0,0,1,1,0,0,1,0,0,0,1,0,0,1
"1676",12.33,12,13,1,40,2,28,1,1,1,1,0,0,1,0,0,1,0,0,1,0
"1677",38.89,21,11,1,45,1,32,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"1678",38.46,16,36,1,50,0,55,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"1679",19.9,13,30,1,40,2,46,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"1680",6.5,8,22,1,40,2,32,1,1,1,0,1,0,0,0,0,1,0,1,0,0
"1681",19.38,13,22,1,40,2,38,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1682",34.13,16,42,1,40,0,61,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"1683",21.97,16,37,1,40,0,56,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"1684",32.7,13,39,1,40,0,55,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1685",21.63,18,40,1,40,0,60,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"1686",34.88,12,16,1,40,0,31,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"1687",25,13,35,1,50,0,51,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"1688",5,16,9,0,30,3,28,1,0,1,0,1,0,1,0,1,0,0,1,0,0
"1689",5,12,27,1,40,2,42,1,0,1,0,1,0,1,0,0,0,1,0,0,1
"1690",6.25,12,42,1,40,0,57,1,1,1,1,0,0,1,0,1,0,0,0,1,0
"1691",10.5,12,15,0,32,0,30,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"1692",19.13,12,22,1,42,0,37,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"1693",14.9,18,47,1,40,0,67,1,0,1,1,0,1,1,0,0,0,1,1,0,0
"1694",6.35,12,29,0,20,4,44,1,1,1,1,0,0,0,0,0,1,0,1,0,0
"1695",21.16,16,10,1,50,0,29,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"1696",45.27,16,25,1,45,2,44,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"1697",10.15,13,27,1,40,1,43,1,1,1,1,0,0,1,0,0,1,0,0,1,0
"1698",10.6,12,24,0,20,2,39,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1699",38.45,16,44,1,40,0,63,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1700",17.62,12,13,1,40,0,28,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"1701",15,13,35,1,40,0,51,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"1702",14.25,12,8,1,30,0,23,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"1703",16,14,39,1,38,0,56,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"1704",10.23,14,32,1,20,0,50,1,1,0,0,0,0,1,0,0,0,1,1,0,0
"1705",72.13,12,37,1,40,0,52,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1706",8,12,30,0,10,0,45,1,1,0,0,0,0,1,0,1,0,0,1,0,0
"1707",26.93,13,31,1,40,1,47,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"1708",15.8,13,24,1,40,0,40,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"1709",21.33,16,10,1,65,0,29,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1710",25,16,4,1,40,0,23,0,1,1,1,0,0,1,1,0,0,0,0,0,1
"1711",17.3,18,13,1,50,0,33,0,1,1,1,0,0,1,0,0,1,0,0,1,0
"1712",15,13,21,1,50,0,37,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"1713",10.5,3,28,1,40,3,36,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1714",7.26,6,61,1,40,0,70,1,1,1,1,0,1,0,0,0,0,1,0,0,1
"1715",19.18,16,31,1,40,0,50,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1716",13,12,33,1,40,1,48,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"1717",15.88,9,25,1,40,2,36,1,0,0,0,0,0,1,0,0,0,1,1,0,0
"1718",18.75,18,31,1,40,0,51,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"1719",25.48,11,33,1,40,0,46,0,0,1,1,0,0,0,0,0,0,1,1,0,0
"1720",6.25,12,45,1,40,0,60,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1721",50.95,16,11,1,40,1,30,1,0,1,1,0,0,1,0,1,0,0,0,0,1
"1722",57.7,16,30,1,50,2,49,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"1723",14,10,33,1,40,0,45,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1724",23.55,13,37,1,40,0,53,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1725",19.23,13,20,1,40,0,36,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"1726",6.15,13,52,0,20,0,68,0,1,1,1,0,1,0,0,1,0,0,1,0,0
"1727",12.74,12,9,1,35,0,24,1,0,1,1,0,0,1,1,0,0,0,0,1,0
"1728",8,12,48,1,38,0,63,0,1,1,1,0,0,0,0,1,0,0,1,0,0
"1729",5,13,5,0,10,0,21,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"1730",13,16,17,1,55,5,36,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1731",16.54,13,16,1,50,0,32,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"1732",20,13,30,1,45,0,46,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1733",13.75,13,41,1,40,0,57,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1734",14,12,23,1,40,0,38,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1735",4.33,12,33,1,40,1,47,1,0,1,1,0,0,1,1,0,0,0,0,0,1
"1736",32.2,13,42,1,40,0,58,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"1737",35.08,21,24,1,40,2,45,1,0,1,1,0,0,1,0,0,0,1,0,0,1
"1738",5.85,13,12,1,23,4,28,0,1,1,0,1,0,0,0,0,0,1,1,0,0
"1739",12.03,12,32,1,40,1,47,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"1740",19.81,16,5,1,40,0,24,0,0,1,1,0,0,0,0,0,1,0,1,0,0
"1741",14.38,13,41,0,20,0,57,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"1742",37,10,43,1,60,0,55,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1743",10.19,13,44,0,27,0,60,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1744",37.5,16,36,1,40,0,55,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"1745",15.76,12,33,1,45,2,48,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"1746",28.41,13,45,1,43,0,61,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"1747",31,16,8,1,40,2,27,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"1748",21.63,14,8,1,40,0,25,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"1749",11.57,13,43,0,30,0,59,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"1750",38.45,16,48,1,40,0,67,1,0,1,1,0,1,1,0,0,1,0,1,0,0
"1751",27.88,18,28,1,40,0,48,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"1752",24.05,16,39,1,40,0,58,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"1753",36.05,21,38,1,40,0,59,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"1754",32.3,18,29,1,50,1,49,1,0,1,1,0,0,1,0,0,0,1,1,0,0
